"Town","FIPS","Year","Crime Type","Measure Type","Variable","Value"
"Cornwall","0900517240",2010,"Total Violent Crime","Number","Crime Index",0
"Cornwall","0900517240",2010,"Total Violent Crime","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2010,"Total Property Crime","Number","Crime Index",22
"Cornwall","0900517240",2010,"Total Property Crime","Rate (per 100,000)","Crime Index",1459.9
"Cornwall","0900517240",2010,"Aggravated Assault","Number","Crime Index",0
"Cornwall","0900517240",2010,"Aggravated Assault","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2010,"Murder","Number","Crime Index",0
"Cornwall","0900517240",2010,"Murder","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2010,"Rape","Number","Crime Index",0
"Cornwall","0900517240",2010,"Rape","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2010,"Robbery","Number","Crime Index",0
"Cornwall","0900517240",2010,"Robbery","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2010,"Burglary","Number","Crime Index",2
"Cornwall","0900517240",2010,"Burglary","Rate (per 100,000)","Crime Index",132.7
"Cornwall","0900517240",2010,"Larceny","Number","Crime Index",20
"Cornwall","0900517240",2010,"Larceny","Rate (per 100,000)","Crime Index",1327.1
"Cornwall","0900517240",2010,"Motor Vehicle Theft","Number","Crime Index",0
"Cornwall","0900517240",2010,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2010,"Arson","Number","Crime Index",0
"Cornwall","0900517240",2010,"Arson","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2011,"Total Crime","Number","Crime Index",23
"Cornwall","0900517240",2011,"Total Crime","Rate (per 100,000)","Crime Index",1523.2
"Cornwall","0900517240",2011,"Total Violent Crime","Number","Crime Index",1
"Cornwall","0900517240",2011,"Total Violent Crime","Rate (per 100,000)","Crime Index",66.2
"Cornwall","0900517240",2011,"Total Property Crime","Number","Crime Index",22
"Cornwall","0900517240",2011,"Total Property Crime","Rate (per 100,000)","Crime Index",1457
"Cornwall","0900517240",2011,"Aggravated Assault","Number","Crime Index",1
"Cornwall","0900517240",2011,"Aggravated Assault","Rate (per 100,000)","Crime Index",66.2
"Cornwall","0900517240",2011,"Murder","Number","Crime Index",0
"Cornwall","0900517240",2011,"Murder","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2011,"Rape","Number","Crime Index",0
"Cornwall","0900517240",2011,"Rape","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2011,"Robbery","Number","Crime Index",0
"Cornwall","0900517240",2011,"Robbery","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2011,"Burglary","Number","Crime Index",8
"Cornwall","0900517240",2011,"Burglary","Rate (per 100,000)","Crime Index",529.8
"Cornwall","0900517240",2011,"Larceny","Number","Crime Index",14
"Cornwall","0900517240",2011,"Larceny","Rate (per 100,000)","Crime Index",927.2
"Cornwall","0900517240",2011,"Motor Vehicle Theft","Number","Crime Index",0
"Cornwall","0900517240",2011,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2011,"Arson","Number","Crime Index",0
"Cornwall","0900517240",2011,"Arson","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2012,"Total Crime","Number","Crime Index",18
"Cornwall","0900517240",2012,"Total Crime","Rate (per 100,000)","Crime Index",1188.9
"Cornwall","0900517240",2012,"Total Violent Crime","Number","Crime Index",0
"Cornwall","0900517240",2012,"Total Violent Crime","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2012,"Total Property Crime","Number","Crime Index",18
"Cornwall","0900517240",2012,"Total Property Crime","Rate (per 100,000)","Crime Index",1188.9
"Cornwall","0900517240",2012,"Aggravated Assault","Number","Crime Index",0
"Cornwall","0900517240",2012,"Aggravated Assault","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2012,"Murder","Number","Crime Index",0
"Cornwall","0900517240",2012,"Murder","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2012,"Rape","Number","Crime Index",0
"Cornwall","0900517240",2012,"Rape","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2012,"Robbery","Number","Crime Index",0
"Cornwall","0900517240",2012,"Robbery","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2012,"Burglary","Number","Crime Index",5
"Cornwall","0900517240",2012,"Burglary","Rate (per 100,000)","Crime Index",330.3
"Cornwall","0900517240",2012,"Larceny","Number","Crime Index",13
"Cornwall","0900517240",2012,"Larceny","Rate (per 100,000)","Crime Index",858.7
"Cornwall","0900517240",2012,"Motor Vehicle Theft","Number","Crime Index",0
"Cornwall","0900517240",2012,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2012,"Arson","Number","Crime Index",0
"Cornwall","0900517240",2012,"Arson","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2013,"Total Crime","Number","Crime Index",9
"Cornwall","0900517240",2013,"Total Crime","Rate (per 100,000)","Crime Index",593.7
"Cornwall","0900517240",2013,"Total Violent Crime","Number","Crime Index",0
"Cornwall","0900517240",2013,"Total Violent Crime","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2013,"Total Property Crime","Number","Crime Index",9
"Cornwall","0900517240",2013,"Total Property Crime","Rate (per 100,000)","Crime Index",593.7
"Cornwall","0900517240",2013,"Aggravated Assault","Number","Crime Index",0
"Cornwall","0900517240",2013,"Aggravated Assault","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2013,"Murder","Number","Crime Index",0
"Cornwall","0900517240",2013,"Murder","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2013,"Rape","Number","Crime Index",0
"Cornwall","0900517240",2013,"Rape","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2013,"Robbery","Number","Crime Index",0
"Cornwall","0900517240",2013,"Robbery","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2013,"Burglary","Number","Crime Index",3
"Cornwall","0900517240",2013,"Burglary","Rate (per 100,000)","Crime Index",197.9
"Cornwall","0900517240",2013,"Larceny","Number","Crime Index",6
"Cornwall","0900517240",2013,"Larceny","Rate (per 100,000)","Crime Index",395.8
"Cornwall","0900517240",2013,"Motor Vehicle Theft","Number","Crime Index",0
"Cornwall","0900517240",2013,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2013,"Arson","Number","Crime Index",0
"Cornwall","0900517240",2013,"Arson","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2014,"Total Crime","Number","Crime Index",11
"Cornwall","0900517240",2014,"Total Crime","Rate (per 100,000)","Crime Index",726.1
"Cornwall","0900517240",2014,"Total Violent Crime","Number","Crime Index",2
"Cornwall","0900517240",2014,"Total Violent Crime","Rate (per 100,000)","Crime Index",132
"Cornwall","0900517240",2014,"Total Property Crime","Number","Crime Index",9
"Cornwall","0900517240",2014,"Total Property Crime","Rate (per 100,000)","Crime Index",594.1
"Cornwall","0900517240",2014,"Aggravated Assault","Number","Crime Index",2
"Cornwall","0900517240",2014,"Aggravated Assault","Rate (per 100,000)","Crime Index",132
"Cornwall","0900517240",2014,"Murder","Number","Crime Index",0
"Cornwall","0900517240",2014,"Murder","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2014,"Rape","Number","Crime Index",0
"Cornwall","0900517240",2014,"Rape","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2014,"Robbery","Number","Crime Index",0
"Cornwall","0900517240",2014,"Robbery","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2014,"Burglary","Number","Crime Index",1
"Cornwall","0900517240",2014,"Burglary","Rate (per 100,000)","Crime Index",66
"Cornwall","0900517240",2014,"Larceny","Number","Crime Index",8
"Cornwall","0900517240",2014,"Larceny","Rate (per 100,000)","Crime Index",528.1
"Cornwall","0900517240",2014,"Motor Vehicle Theft","Number","Crime Index",0
"Cornwall","0900517240",2014,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2014,"Arson","Number","Crime Index",0
"Cornwall","0900517240",2014,"Arson","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2015,"Total Crime","Number","Crime Index",7
"Cornwall","0900517240",2015,"Total Crime","Rate (per 100,000)","Crime Index",462.7
"Cornwall","0900517240",2015,"Total Violent Crime","Number","Crime Index",0
"Cornwall","0900517240",2015,"Total Violent Crime","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2015,"Total Property Crime","Number","Crime Index",7
"Cornwall","0900517240",2015,"Total Property Crime","Rate (per 100,000)","Crime Index",462.7
"Cornwall","0900517240",2015,"Aggravated Assault","Number","Crime Index",0
"Cornwall","0900517240",2015,"Aggravated Assault","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2015,"Murder","Number","Crime Index",0
"Cornwall","0900517240",2015,"Murder","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2015,"Rape","Number","Crime Index",0
"Cornwall","0900517240",2015,"Rape","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2015,"Robbery","Number","Crime Index",0
"Cornwall","0900517240",2015,"Robbery","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2015,"Burglary","Number","Crime Index",2
"Cornwall","0900517240",2015,"Burglary","Rate (per 100,000)","Crime Index",132.2
"Cornwall","0900517240",2015,"Larceny","Number","Crime Index",5
"Cornwall","0900517240",2015,"Larceny","Rate (per 100,000)","Crime Index",330.5
"Cornwall","0900517240",2015,"Motor Vehicle Theft","Number","Crime Index",0
"Cornwall","0900517240",2015,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2015,"Arson","Number","Crime Index",0
"Cornwall","0900517240",2015,"Arson","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2016,"Total Crime","Number","Crime Index",10
"Cornwall","0900517240",2016,"Total Crime","Rate (per 100,000)","Crime Index",662.3
"Cornwall","0900517240",2016,"Total Violent Crime","Number","Crime Index",0
"Cornwall","0900517240",2016,"Total Violent Crime","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2016,"Total Property Crime","Number","Crime Index",10
"Cornwall","0900517240",2016,"Total Property Crime","Rate (per 100,000)","Crime Index",662.3
"Cornwall","0900517240",2016,"Aggravated Assault","Number","Crime Index",0
"Cornwall","0900517240",2016,"Aggravated Assault","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2016,"Murder","Number","Crime Index",0
"Cornwall","0900517240",2016,"Murder","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2016,"Rape","Number","Crime Index",0
"Cornwall","0900517240",2016,"Rape","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2016,"Robbery","Number","Crime Index",0
"Cornwall","0900517240",2016,"Robbery","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2016,"Burglary","Number","Crime Index",3
"Cornwall","0900517240",2016,"Burglary","Rate (per 100,000)","Crime Index",198.7
"Cornwall","0900517240",2016,"Larceny","Number","Crime Index",7
"Cornwall","0900517240",2016,"Larceny","Rate (per 100,000)","Crime Index",463.6
"Cornwall","0900517240",2016,"Motor Vehicle Theft","Number","Crime Index",0
"Cornwall","0900517240",2016,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2016,"Arson","Number","Crime Index",0
"Cornwall","0900517240",2016,"Arson","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2017,"Total Crime","Number","Crime Index",6
"Cornwall","0900517240",2017,"Total Crime","Rate (per 100,000)","Crime Index",396.8
"Cornwall","0900517240",2017,"Total Violent Crime","Number","Crime Index",0
"Cornwall","0900517240",2017,"Total Violent Crime","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2017,"Total Property Crime","Number","Crime Index",6
"Cornwall","0900517240",2017,"Total Property Crime","Rate (per 100,000)","Crime Index",396.8
"Cornwall","0900517240",2017,"Aggravated Assault","Number","Crime Index",0
"Cornwall","0900517240",2017,"Aggravated Assault","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2017,"Murder","Number","Crime Index",0
"Cornwall","0900517240",2017,"Murder","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2017,"Rape","Number","Crime Index",0
"Cornwall","0900517240",2017,"Rape","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2017,"Robbery","Number","Crime Index",0
"Cornwall","0900517240",2017,"Robbery","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2017,"Burglary","Number","Crime Index",2
"Cornwall","0900517240",2017,"Burglary","Rate (per 100,000)","Crime Index",132.3
"Cornwall","0900517240",2017,"Larceny","Number","Crime Index",4
"Cornwall","0900517240",2017,"Larceny","Rate (per 100,000)","Crime Index",264.6
"Cornwall","0900517240",2017,"Motor Vehicle Theft","Number","Crime Index",0
"Cornwall","0900517240",2017,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",0
"Cornwall","0900517240",2017,"Arson","Number","Crime Index",0
"Cornwall","0900517240",2017,"Arson","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2010,"Total Crime","Number","Crime Index",174
"Coventry","0901317800",2010,"Total Crime","Rate (per 100,000)","Crime Index",1441.2
"Coventry","0901317800",2010,"Total Violent Crime","Number","Crime Index",7
"Coventry","0901317800",2010,"Total Violent Crime","Rate (per 100,000)","Crime Index",58
"Coventry","0901317800",2010,"Total Property Crime","Number","Crime Index",167
"Coventry","0901317800",2010,"Total Property Crime","Rate (per 100,000)","Crime Index",1383.3
"Coventry","0901317800",2010,"Aggravated Assault","Number","Crime Index",2
"Coventry","0901317800",2010,"Aggravated Assault","Rate (per 100,000)","Crime Index",16.6
"Coventry","0901317800",2010,"Murder","Number","Crime Index",0
"Coventry","0901317800",2010,"Murder","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2010,"Rape","Number","Crime Index",1
"Coventry","0901317800",2010,"Rape","Rate (per 100,000)","Crime Index",8.3
"Coventry","0901317800",2010,"Robbery","Number","Crime Index",4
"Coventry","0901317800",2010,"Robbery","Rate (per 100,000)","Crime Index",33.1
"Coventry","0901317800",2010,"Burglary","Number","Crime Index",45
"Coventry","0901317800",2010,"Burglary","Rate (per 100,000)","Crime Index",372.7
"Coventry","0901317800",2010,"Larceny","Number","Crime Index",111
"Coventry","0901317800",2010,"Larceny","Rate (per 100,000)","Crime Index",919.4
"Coventry","0901317800",2010,"Motor Vehicle Theft","Number","Crime Index",11
"Coventry","0901317800",2010,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",91.1
"Coventry","0901317800",2010,"Arson","Number","Crime Index",1
"Coventry","0901317800",2010,"Arson","Rate (per 100,000)","Crime Index",8.3
"Coventry","0901317800",2011,"Total Crime","Number","Crime Index",209
"Coventry","0901317800",2011,"Total Crime","Rate (per 100,000)","Crime Index",1728
"Coventry","0901317800",2011,"Total Violent Crime","Number","Crime Index",15
"Coventry","0901317800",2011,"Total Violent Crime","Rate (per 100,000)","Crime Index",124
"Coventry","0901317800",2011,"Total Property Crime","Number","Crime Index",194
"Coventry","0901317800",2011,"Total Property Crime","Rate (per 100,000)","Crime Index",1604
"Coventry","0901317800",2011,"Aggravated Assault","Number","Crime Index",6
"Coventry","0901317800",2011,"Aggravated Assault","Rate (per 100,000)","Crime Index",49.6
"Coventry","0901317800",2011,"Murder","Number","Crime Index",0
"Coventry","0901317800",2011,"Murder","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2011,"Rape","Number","Crime Index",5
"Coventry","0901317800",2011,"Rape","Rate (per 100,000)","Crime Index",41.3
"Coventry","0901317800",2011,"Robbery","Number","Crime Index",4
"Coventry","0901317800",2011,"Robbery","Rate (per 100,000)","Crime Index",33.1
"Coventry","0901317800",2011,"Burglary","Number","Crime Index",70
"Coventry","0901317800",2011,"Burglary","Rate (per 100,000)","Crime Index",578.8
"Coventry","0901317800",2011,"Larceny","Number","Crime Index",118
"Coventry","0901317800",2011,"Larceny","Rate (per 100,000)","Crime Index",975.6
"Coventry","0901317800",2011,"Motor Vehicle Theft","Number","Crime Index",6
"Coventry","0901317800",2011,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",49.6
"Coventry","0901317800",2011,"Arson","Number","Crime Index",1
"Coventry","0901317800",2011,"Arson","Rate (per 100,000)","Crime Index",8.3
"Coventry","0901317800",2012,"Total Crime","Number","Crime Index",174
"Coventry","0901317800",2012,"Total Crime","Rate (per 100,000)","Crime Index",1434.7
"Coventry","0901317800",2012,"Total Violent Crime","Number","Crime Index",2
"Coventry","0901317800",2012,"Total Violent Crime","Rate (per 100,000)","Crime Index",16.5
"Coventry","0901317800",2012,"Total Property Crime","Number","Crime Index",172
"Coventry","0901317800",2012,"Total Property Crime","Rate (per 100,000)","Crime Index",1418.2
"Coventry","0901317800",2012,"Aggravated Assault","Number","Crime Index",0
"Coventry","0901317800",2012,"Aggravated Assault","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2012,"Murder","Number","Crime Index",0
"Coventry","0901317800",2012,"Murder","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2012,"Rape","Number","Crime Index",2
"Coventry","0901317800",2012,"Rape","Rate (per 100,000)","Crime Index",16.5
"Coventry","0901317800",2012,"Robbery","Number","Crime Index",0
"Coventry","0901317800",2012,"Robbery","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2012,"Burglary","Number","Crime Index",67
"Coventry","0901317800",2012,"Burglary","Rate (per 100,000)","Crime Index",552.4
"Coventry","0901317800",2012,"Larceny","Number","Crime Index",103
"Coventry","0901317800",2012,"Larceny","Rate (per 100,000)","Crime Index",849.3
"Coventry","0901317800",2012,"Motor Vehicle Theft","Number","Crime Index",2
"Coventry","0901317800",2012,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",16.5
"Coventry","0901317800",2012,"Arson","Number","Crime Index",0
"Coventry","0901317800",2012,"Arson","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2013,"Total Crime","Number","Crime Index",156
"Coventry","0901317800",2013,"Total Crime","Rate (per 100,000)","Crime Index",1284.7
"Coventry","0901317800",2013,"Total Violent Crime","Number","Crime Index",9
"Coventry","0901317800",2013,"Total Violent Crime","Rate (per 100,000)","Crime Index",74.1
"Coventry","0901317800",2013,"Total Property Crime","Number","Crime Index",147
"Coventry","0901317800",2013,"Total Property Crime","Rate (per 100,000)","Crime Index",1210.6
"Coventry","0901317800",2013,"Aggravated Assault","Number","Crime Index",5
"Coventry","0901317800",2013,"Aggravated Assault","Rate (per 100,000)","Crime Index",41.2
"Coventry","0901317800",2013,"Murder","Number","Crime Index",1
"Coventry","0901317800",2013,"Murder","Rate (per 100,000)","Crime Index",8.2
"Coventry","0901317800",2013,"Rape","Number","Crime Index",1
"Coventry","0901317800",2013,"Rape","Rate (per 100,000)","Crime Index",8.2
"Coventry","0901317800",2013,"Robbery","Number","Crime Index",2
"Coventry","0901317800",2013,"Robbery","Rate (per 100,000)","Crime Index",16.5
"Coventry","0901317800",2013,"Burglary","Number","Crime Index",39
"Coventry","0901317800",2013,"Burglary","Rate (per 100,000)","Crime Index",321.2
"Coventry","0901317800",2013,"Larceny","Number","Crime Index",102
"Coventry","0901317800",2013,"Larceny","Rate (per 100,000)","Crime Index",840
"Coventry","0901317800",2013,"Motor Vehicle Theft","Number","Crime Index",6
"Coventry","0901317800",2013,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",49.4
"Coventry","0901317800",2013,"Arson","Number","Crime Index",0
"Coventry","0901317800",2013,"Arson","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2014,"Total Crime","Number","Crime Index",144
"Coventry","0901317800",2014,"Total Crime","Rate (per 100,000)","Crime Index",1186.7
"Coventry","0901317800",2014,"Total Violent Crime","Number","Crime Index",9
"Coventry","0901317800",2014,"Total Violent Crime","Rate (per 100,000)","Crime Index",74.2
"Coventry","0901317800",2014,"Total Property Crime","Number","Crime Index",135
"Coventry","0901317800",2014,"Total Property Crime","Rate (per 100,000)","Crime Index",1112.6
"Coventry","0901317800",2014,"Aggravated Assault","Number","Crime Index",3
"Coventry","0901317800",2014,"Aggravated Assault","Rate (per 100,000)","Crime Index",24.7
"Coventry","0901317800",2014,"Murder","Number","Crime Index",0
"Coventry","0901317800",2014,"Murder","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2014,"Rape","Number","Crime Index",6
"Coventry","0901317800",2014,"Rape","Rate (per 100,000)","Crime Index",49.4
"Coventry","0901317800",2014,"Robbery","Number","Crime Index",0
"Coventry","0901317800",2014,"Robbery","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2014,"Burglary","Number","Crime Index",36
"Coventry","0901317800",2014,"Burglary","Rate (per 100,000)","Crime Index",296.7
"Coventry","0901317800",2014,"Larceny","Number","Crime Index",91
"Coventry","0901317800",2014,"Larceny","Rate (per 100,000)","Crime Index",750
"Coventry","0901317800",2014,"Motor Vehicle Theft","Number","Crime Index",8
"Coventry","0901317800",2014,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",65.9
"Coventry","0901317800",2014,"Arson","Number","Crime Index",0
"Coventry","0901317800",2014,"Arson","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2015,"Total Crime","Number","Crime Index",93
"Coventry","0901317800",2015,"Total Crime","Rate (per 100,000)","Crime Index",767.3
"Coventry","0901317800",2015,"Total Violent Crime","Number","Crime Index",1
"Coventry","0901317800",2015,"Total Violent Crime","Rate (per 100,000)","Crime Index",8.3
"Coventry","0901317800",2015,"Total Property Crime","Number","Crime Index",92
"Coventry","0901317800",2015,"Total Property Crime","Rate (per 100,000)","Crime Index",759
"Coventry","0901317800",2015,"Aggravated Assault","Number","Crime Index",0
"Coventry","0901317800",2015,"Aggravated Assault","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2015,"Murder","Number","Crime Index",0
"Coventry","0901317800",2015,"Murder","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2015,"Rape","Number","Crime Index",1
"Coventry","0901317800",2015,"Rape","Rate (per 100,000)","Crime Index",8.3
"Coventry","0901317800",2015,"Robbery","Number","Crime Index",0
"Coventry","0901317800",2015,"Robbery","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2015,"Burglary","Number","Crime Index",27
"Coventry","0901317800",2015,"Burglary","Rate (per 100,000)","Crime Index",222.8
"Coventry","0901317800",2015,"Larceny","Number","Crime Index",63
"Coventry","0901317800",2015,"Larceny","Rate (per 100,000)","Crime Index",519.8
"Coventry","0901317800",2015,"Motor Vehicle Theft","Number","Crime Index",2
"Coventry","0901317800",2015,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",16.5
"Coventry","0901317800",2015,"Arson","Number","Crime Index",0
"Coventry","0901317800",2015,"Arson","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2016,"Total Crime","Number","Crime Index",130
"Coventry","0901317800",2016,"Total Crime","Rate (per 100,000)","Crime Index",1075
"Coventry","0901317800",2016,"Total Violent Crime","Number","Crime Index",3
"Coventry","0901317800",2016,"Total Violent Crime","Rate (per 100,000)","Crime Index",24.8
"Coventry","0901317800",2016,"Total Property Crime","Number","Crime Index",127
"Coventry","0901317800",2016,"Total Property Crime","Rate (per 100,000)","Crime Index",1050.2
"Coventry","0901317800",2016,"Aggravated Assault","Number","Crime Index",2
"Coventry","0901317800",2016,"Aggravated Assault","Rate (per 100,000)","Crime Index",16.5
"Coventry","0901317800",2016,"Murder","Number","Crime Index",0
"Coventry","0901317800",2016,"Murder","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2016,"Rape","Number","Crime Index",1
"Coventry","0901317800",2016,"Rape","Rate (per 100,000)","Crime Index",8.3
"Coventry","0901317800",2016,"Robbery","Number","Crime Index",0
"Coventry","0901317800",2016,"Robbery","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2016,"Burglary","Number","Crime Index",21
"Coventry","0901317800",2016,"Burglary","Rate (per 100,000)","Crime Index",173.7
"Coventry","0901317800",2016,"Larceny","Number","Crime Index",99
"Coventry","0901317800",2016,"Larceny","Rate (per 100,000)","Crime Index",818.7
"Coventry","0901317800",2016,"Motor Vehicle Theft","Number","Crime Index",7
"Coventry","0901317800",2016,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",57.9
"Coventry","0901317800",2016,"Arson","Number","Crime Index",0
"Coventry","0901317800",2016,"Arson","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2017,"Total Crime","Number","Crime Index",110
"Coventry","0901317800",2017,"Total Crime","Rate (per 100,000)","Crime Index",908.3
"Coventry","0901317800",2017,"Total Violent Crime","Number","Crime Index",4
"Coventry","0901317800",2017,"Total Violent Crime","Rate (per 100,000)","Crime Index",33
"Coventry","0901317800",2017,"Total Property Crime","Number","Crime Index",106
"Coventry","0901317800",2017,"Total Property Crime","Rate (per 100,000)","Crime Index",875.3
"Coventry","0901317800",2017,"Aggravated Assault","Number","Crime Index",1
"Coventry","0901317800",2017,"Aggravated Assault","Rate (per 100,000)","Crime Index",8.3
"Coventry","0901317800",2017,"Murder","Number","Crime Index",0
"Coventry","0901317800",2017,"Murder","Rate (per 100,000)","Crime Index",0
"Coventry","0901317800",2017,"Rape","Number","Crime Index",1
"Coventry","0901317800",2017,"Rape","Rate (per 100,000)","Crime Index",8.3
"Coventry","0901317800",2017,"Robbery","Number","Crime Index",2
"Coventry","0901317800",2017,"Robbery","Rate (per 100,000)","Crime Index",16.5
"Coventry","0901317800",2017,"Burglary","Number","Crime Index",30
"Coventry","0901317800",2017,"Burglary","Rate (per 100,000)","Crime Index",247.7
"Coventry","0901317800",2017,"Larceny","Number","Crime Index",69
"Coventry","0901317800",2017,"Larceny","Rate (per 100,000)","Crime Index",569.8
"Coventry","0901317800",2017,"Motor Vehicle Theft","Number","Crime Index",7
"Coventry","0901317800",2017,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",57.8
"Coventry","0901317800",2017,"Arson","Number","Crime Index",0
"Coventry","0901317800",2017,"Arson","Rate (per 100,000)","Crime Index",0
"Cromwell","0900718080",2010,"Total Crime","Number","Crime Index",371
"Cromwell","0900718080",2010,"Total Crime","Rate (per 100,000)","Crime Index",2746.7
"Cromwell","0900718080",2010,"Total Violent Crime","Number","Crime Index",17
"Cromwell","0900718080",2010,"Total Violent Crime","Rate (per 100,000)","Crime Index",125.9
"Cromwell","0900718080",2010,"Total Property Crime","Number","Crime Index",354
"Cromwell","0900718080",2010,"Total Property Crime","Rate (per 100,000)","Crime Index",2620.9
"Cromwell","0900718080",2010,"Aggravated Assault","Number","Crime Index",4
"Cromwell","0900718080",2010,"Aggravated Assault","Rate (per 100,000)","Crime Index",29.6
"Cromwell","0900718080",2010,"Murder","Number","Crime Index",0
"Cromwell","0900718080",2010,"Murder","Rate (per 100,000)","Crime Index",0
"Cromwell","0900718080",2010,"Rape","Number","Crime Index",1
"Cromwell","0900718080",2010,"Rape","Rate (per 100,000)","Crime Index",7.4
"Cromwell","0900718080",2010,"Robbery","Number","Crime Index",12
"Cromwell","0900718080",2010,"Robbery","Rate (per 100,000)","Crime Index",88.8
"Cromwell","0900718080",2010,"Burglary","Number","Crime Index",48
"Cromwell","0900718080",2010,"Burglary","Rate (per 100,000)","Crime Index",355.4
"Cromwell","0900718080",2010,"Larceny","Number","Crime Index",290
"Cromwell","0900718080",2010,"Larceny","Rate (per 100,000)","Crime Index",2147
"Cromwell","0900718080",2010,"Motor Vehicle Theft","Number","Crime Index",16
"Cromwell","0900718080",2010,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",118.5
"Cromwell","0900718080",2010,"Arson","Number","Crime Index",1
